FID,Year,Sample,Station,SWD_Water,WFD_Water,Date,Time,Month,Programme,Survey,Latitude,Longitude,Water_Dept,Depth__m_,ammonium__,Field16,colored_di,density__k,dissolved,dissolve_1,dissolve_2,dissolve_3,nitrate__,nitrite__N,organic_ca,phosphate,TOoxN,Phos,Salinity_,salinity1,sigma_t,temperatur,total_alka,total_nitr,total_ni_1,total_phos
524,2013,1025,IA36D31, , ,15/01/2013 00:00:00,1639,January,OSS,CE13001,53.920499999999997,-16.911200000000001,0.000000000000000,5.870000000000000, , , , , , ,253.94, ,9.490000000000000,0.05, ,0.56,9.490000000000000,0.560000000000000,35.182000000000002,35.173999999999999, ,10.199999999999999, , , , 
525,2013,1024,IA36D35, , ,15/01/2013 00:00:00,1241,January,OSS,CE13001,53.690800000000003,-16.589300000000001,0.000000000000000,2433.000000000000000, , , , ,2194.6, ,234.59, ,20.600000000000001,<0.04, ,1.35,20.600000000000001,1.350000000000000,34.936999999999998,34.930000000000000, ,2.730000000000000,2317.6, , , 
526,2013,1024,IA36D35, , ,15/01/2013 00:00:00,1241,January,OSS,CE13001,53.690800000000003,-16.589300000000001,0.000000000000000,2297.000000000000000, , , , ,2182.5, ,245.62, ,18.899999999999999,<0.04, ,1.24,18.899999999999999,1.240000000000000,34.939000000000000,34.935000000000002, ,2.940000000000000,2324.6, , , 
527,2013,1024,IA36D35, , ,15/01/2013 00:00:00,1241,January,OSS,CE13001,53.690800000000003,-16.589300000000001,0.000000000000000,2100.000000000000000, , , , ,2169.7, ,253.98, ,17.300000000000001,<0.04, ,1.16,17.300000000000001,1.160000000000000,34.936000000000000,34.933000000000000, ,3.310000000000000,2305.3, , , 
528,2013,1024,IA36D35, , ,15/01/2013 00:00:00,1241,January,OSS,CE13001,53.690800000000003,-16.589300000000001,0.000000000000000,1899.000000000000000, , , , ,2163.4, ,257.57, ,17.300000000000001,<0.04, ,1.12,17.300000000000001,1.120000000000000,34.920000000000002,34.917999999999999, ,3.430000000000000,2304.6, , , 
529,2013,1024,IA36D35, , ,15/01/2013 00:00:00,1241,January,OSS,CE13001,53.690800000000003,-16.589300000000001,0.000000000000000,1500.000000000000000, , , , ,2163.9, ,253.24, ,17.399999999999999,<0.04, ,1.14,17.399999999999999,1.140000000000000,34.956000000000003,34.953000000000003, ,4.000000000000000,2307.4, , , 
530,2013,1024,IA36D35, , ,15/01/2013 00:00:00,1241,January,OSS,CE13001,53.690800000000003,-16.589300000000001,0.000000000000000,901.000000000000000, , , , ,2174.9, ,222.16, ,18.100000000000001,<0.04, ,1.18,18.100000000000001,1.180000000000000,35.112000000000002,35.103000000000002, ,5.760000000000000,2317.9, , , 
531,2013,1024,IA36D35, , ,15/01/2013 00:00:00,1241,January,OSS,CE13001,53.690800000000003,-16.589300000000001,0.000000000000000,772.000000000000000, , , , ,2177.6, ,207.14, ,18.300000000000001,<0.04, ,1.21,18.300000000000001,1.210000000000000,35.134000000000000,35.134000000000000, ,6.600000000000000,2321.9, , , 
532,2013,1024,IA36D35, , ,15/01/2013 00:00:00,1241,January,OSS,CE13001,53.690800000000003,-16.589300000000001,0.000000000000000,623.000000000000000, , , , ,2186.4, ,182.88, ,18.199999999999999,<0.04, ,1.18,18.199999999999999,1.180000000000000,35.362000000000002,35.359000000000002, ,8.770000000000000,2331.4, , , 
533,2013,1024,IA36D35, , ,15/01/2013 00:00:00,1241,January,OSS,CE13001,53.690800000000003,-16.589300000000001,0.000000000000000,500.000000000000000, , , , ,2162.9, ,199.78, ,17.199999999999999,0.04, ,1.11,17.199999999999999,1.110000000000000,35.216999999999999,35.201999999999998, ,8.940000000000000,2354.2, , , 
534,2013,1024,IA36D35, , ,15/01/2013 00:00:00,1241,January,OSS,CE13001,53.690800000000003,-16.589300000000001,0.000000000000000,250.000000000000000, , , , ,2141.4, ,216.7, ,12.900000000000000,<0.04, ,0.78,12.900000000000000,0.780000000000000,35.472999999999999,35.472000000000001, ,11.400000000000000,2367.3, , , 
535,2013,1024,IA36D35, , ,15/01/2013 00:00:00,1241,January,OSS,CE13001,53.690800000000003,-16.589300000000001,0.000000000000000,174.000000000000000, , , , ,2130.1, ,251.9, ,8.650000000000000,0.05, ,0.57,8.650000000000000,0.570000000000000,35.219000000000001,35.222000000000001, ,10.600000000000000,2308.5, , , 
536,2013,1024,IA36D35, , ,15/01/2013 00:00:00,1241,January,OSS,CE13001,53.690800000000003,-16.589300000000001,0.000000000000000,6.230000000000000, , , , ,2132.1, ,246.13, ,8.420000000000000,<0.04, ,0.55,8.420000000000000,0.550000000000000,35.334000000000003,35.338999999999999, ,11.199999999999999,2318.2, , , 
537,2013,1023,IA35D37, , ,15/01/2013 00:00:00,641,January,OSS,CE13001,53.460799999999999,-16.248999999999999,0.000000000000000,2981.000000000000000, , , , ,2205.4, ,225.43, ,24.899999999999999,<0.04, ,1.48,24.899999999999999,1.480000000000000,34.914000000000001,34.911999999999999, ,2.460000000000000,2349.7, , , 
538,2013,1023,IA35D37, , ,15/01/2013 00:00:00,641,January,OSS,CE13001,53.460799999999999,-16.248999999999999,0.000000000000000,2699.000000000000000, , , , ,2169.8, ,243.81, ,17.800000000000001,<0.04, ,1.22,17.800000000000001,1.220000000000000,34.942000000000000,34.933999999999997, ,2.970000000000000,2321.4, , , 
539,2013,1023,IA35D37, , ,15/01/2013 00:00:00,641,January,OSS,CE13001,53.460799999999999,-16.248999999999999,0.000000000000000,2497.000000000000000, , , , ,2155.3, ,255.23, ,17.699999999999999,<0.04, ,1.11,17.699999999999999,1.110000000000000,34.936000000000000,34.930999999999997, ,3.150000000000000,2307.2, , , 
540,2013,1023,IA35D37, , ,15/01/2013 00:00:00,641,January,OSS,CE13001,53.460799999999999,-16.248999999999999,0.000000000000000,2298.000000000000000, , , , ,2155.4, ,258.07, ,18.100000000000001,<0.04, ,1.15,18.100000000000001,1.150000000000000,34.923000000000002,34.920999999999999, ,3.290000000000000,2299.2, , , 
541,2013,1023,IA35D37, , ,15/01/2013 00:00:00,641,January,OSS,CE13001,53.460799999999999,-16.248999999999999,0.000000000000000,2098.000000000000000, , , , ,2150.6, ,257.06, ,18.100000000000001,<0.04, ,1.12,18.100000000000001,1.120000000000000,34.920999999999999,34.918999999999997, ,3.470000000000000,2302.8, , , 
542,2013,1023,IA35D37, , ,15/01/2013 00:00:00,641,January,OSS,CE13001,53.460799999999999,-16.248999999999999,0.000000000000000,1900.000000000000000, , , , ,2165.7, ,256.06, ,17.300000000000001,<0.04, ,1.13,17.300000000000001,1.130000000000000,34.926000000000002,34.921999999999997, ,3.700000000000000,2301.3, , , 
543,2013,1023,IA35D37, , ,15/01/2013 00:00:00,641,January,OSS,CE13001,53.460799999999999,-16.248999999999999,0.000000000000000,1497.000000000000000, , , , ,2168.8, ,254.61, ,17.199999999999999,<0.04, ,1.13,17.199999999999999,1.130000000000000,34.932000000000002,34.930000000000000, ,4.120000000000000,2303.7, , , 
544,2013,1023,IA35D37, , ,15/01/2013 00:00:00,641,January,OSS,CE13001,53.460799999999999,-16.248999999999999,0.000000000000000,1298.000000000000000, , , , ,2163.2, ,244.41, ,0.000000000000000, , , ,0.000000000000000,0.000000000000000,34.984000000000002,34.978999999999999, ,4.670000000000000,2304.2, , , 
545,2013,1023,IA35D37, , ,15/01/2013 00:00:00,641,January,OSS,CE13001,53.460799999999999,-16.248999999999999,0.000000000000000,918.000000000000000, , , , ,2184.3, ,189.91, ,17.500000000000000,<0.04, ,1.18,17.500000000000000,1.180000000000000,35.392000000000003,35.377000000000002, ,8.029999999999999,2334, , , 
546,2013,1023,IA35D37, , ,15/01/2013 00:00:00,641,January,OSS,CE13001,53.460799999999999,-16.248999999999999,0.000000000000000,698.000000000000000, , , , ,2169.9, ,184.33, ,17.300000000000001,<0.04, ,1.15,17.300000000000001,1.150000000000000,35.375999999999998,35.363999999999997, ,9.340000000000000,2332.6, , , 
547,2013,1023,IA35D37, , ,15/01/2013 00:00:00,641,January,OSS,CE13001,53.460799999999999,-16.248999999999999,0.000000000000000,497.000000000000000, , , , ,2145.2, ,226.87, ,11.800000000000001,<0.04, ,0.72,11.800000000000001,0.720000000000000,35.509999999999998,35.509000000000000, ,10.900000000000000,2333.6, , , 
548,2013,1023,IA35D37, , ,15/01/2013 00:00:00,641,January,OSS,CE13001,53.460799999999999,-16.248999999999999,0.000000000000000,201.000000000000000, , , , ,2130.8, ,243.89, ,9.650000000000000,<0.04, ,0.6,9.650000000000000,0.600000000000000,35.460000000000001,35.459000000000003, ,11.100000000000000,2333.5, , , 
549,2013,1023,IA35D37, , ,15/01/2013 00:00:00,641,January,OSS,CE13001,53.460799999999999,-16.248999999999999,0.000000000000000,4.560000000000000, , , , ,2128.5, ,250.3, ,9.400000000000000,<0.04, ,0.54,9.400000000000000,0.540000000000000,35.442000000000000,35.442999999999998, ,11.199999999999999,2319.1, , , 
550,2013,1022,IA35D42, , ,15/01/2013 00:00:00,214,January,OSS,CE13001,53.230200000000004,-15.930000000000000,0.000000000000000,3232.000000000000000, , , , ,2196, ,224.41, ,24.800000000000001,<0.04, ,1.45,24.800000000000001,1.450000000000000,34.911000000000001,34.908999999999999, ,2.450000000000000,2353.4, , , 
551,2013,1022,IA35D42, , ,15/01/2013 00:00:00,214,January,OSS,CE13001,53.230200000000004,-15.930000000000000,0.000000000000000,2500.000000000000000, , , , ,2173.1, ,254.91, ,19.000000000000000,<0.04, ,1.15,19.000000000000000,1.150000000000000,34.926000000000002,34.926000000000002, ,3.280000000000000,2312.1, , , 
552,2013,1022,IA35D42, , ,15/01/2013 00:00:00,214,January,OSS,CE13001,53.230200000000004,-15.930000000000000,0.000000000000000,1998.000000000000000, , , , ,2168.3, ,256.79, ,17.699999999999999,<0.04, ,1.18,17.699999999999999,1.180000000000000,34.918999999999997,34.917999999999999, ,3.720000000000000,2301.4, , , 
553,2013,1022,IA35D42, , ,15/01/2013 00:00:00,214,January,OSS,CE13001,53.230200000000004,-15.930000000000000,0.000000000000000,1449.000000000000000, , , , ,2180.2, ,248.3, ,18.000000000000000,<0.04, ,1.22,18.000000000000000,1.220000000000000,34.963999999999999,34.963999999999999, ,4.450000000000000,2308.2, , , 
554,2013,1022,IA35D42, , ,15/01/2013 00:00:00,214,January,OSS,CE13001,53.230200000000004,-15.930000000000000,0.000000000000000,1298.000000000000000, , , , ,2179.5, ,234.56, ,18.000000000000000,<0.04, ,1.16,18.000000000000000,1.160000000000000,35.037999999999997,35.036999999999999, ,5.130000000000000,2310.2, , , 
555,2013,1022,IA35D42, , ,15/01/2013 00:00:00,214,January,OSS,CE13001,53.230200000000004,-15.930000000000000,0.000000000000000,1099.000000000000000, , , , ,2180, ,203.94, ,18.500000000000000,nd(<0.01), ,1.2,18.500000000000000,1.200000000000000,35.259999999999998,35.258000000000003, ,7.010000000000000,2325.9, , , 
556,2013,1022,IA35D42, , ,15/01/2013 00:00:00,214,January,OSS,CE13001,53.230200000000004,-15.930000000000000,0.000000000000000,1024.000000000000000, , , , ,2182.8, ,198.4, ,18.600000000000001,<0.04, ,1.18,18.600000000000001,1.180000000000000,35.256999999999998,35.262000000000000, ,7.500000000000000,2325, , , 
557,2013,1022,IA35D42, , ,15/01/2013 00:00:00,214,January,OSS,CE13001,53.230200000000004,-15.930000000000000,0.000000000000000,847.000000000000000, , , , ,2185.5, ,182.75, ,18.899999999999999,<0.04, ,1.1,18.899999999999999,1.100000000000000,0.000000000000000,35.460000000000001, ,9.199999999999999,2336, , , 
558,2013,1022,IA35D42, , ,15/01/2013 00:00:00,214,January,OSS,CE13001,53.230200000000004,-15.930000000000000,0.000000000000000,671.000000000000000, , , , ,2167.6, ,192.67, ,16.399999999999999,<0.04, ,1,16.399999999999999,1.000000000000000,35.472999999999999,35.466000000000001, ,10.100000000000000,2333.2, , , 
559,2013,1022,IA35D42, , ,15/01/2013 00:00:00,214,January,OSS,CE13001,53.230200000000004,-15.930000000000000,0.000000000000000,441.000000000000000, , , , , , ,229.56, ,12.199999999999999,<0.04, ,0.7,12.199999999999999,0.700000000000000,35.527000000000001,35.527000000000001, ,11.100000000000000, , , , 
560,2013,1022,IA35D42, , ,15/01/2013 00:00:00,214,January,OSS,CE13001,53.230200000000004,-15.930000000000000,0.000000000000000,217.000000000000000, , , , ,2138.7, ,240.2, ,10.500000000000000,<0.04, ,0.6,10.500000000000000,0.600000000000000,35.469000000000001,35.466999999999999, ,11.199999999999999,2330.1, , , 
561,2013,1022,IA35D42, , ,15/01/2013 00:00:00,214,January,OSS,CE13001,53.230200000000004,-15.930000000000000,0.000000000000000,140.000000000000000, , , , ,2136.2, ,240.45, ,8.930000000000000,<0.04, ,0.51,8.930000000000000,0.510000000000000,35.472000000000001,35.473999999999997, ,11.600000000000000,2329.3, , , 
562,2013,1022,IA35D42, , ,15/01/2013 00:00:00,214,January,OSS,CE13001,53.230200000000004,-15.930000000000000,0.000000000000000,6.170000000000000, , , , , , ,245.82, ,8.320000000000000,<0.04, ,0.5,8.320000000000000,0.500000000000000,35.457999999999998,35.459000000000003, ,11.500000000000000, , , , 
563,2013,1021,IA34D44, , ,14/01/2013 00:00:00,1239,January,OSS,CE13001,52.999699999999997,-15.520000000000000,0.000000000000000,2993.000000000000000, , , , ,2188, ,232.1, ,19.899999999999999,<0.04, ,1.33,19.899999999999999,1.330000000000000,34.936000000000000,34.930999999999997, ,2.700000000000000,2335, , , 
564,2013,1021,IA34D44, , ,14/01/2013 00:00:00,1239,January,OSS,CE13001,52.999699999999997,-15.520000000000000,0.000000000000000,2596.000000000000000, , , , , , ,246.81, ,17.899999999999999,<0.04, ,1.21,17.899999999999999,1.210000000000000,34.935000000000002,34.935000000000002, ,3.020000000000000, , , , 
565,2013,1021,IA34D44, , ,14/01/2013 00:00:00,1239,January,OSS,CE13001,52.999699999999997,-15.520000000000000,0.000000000000000,2198.000000000000000, , , , ,2157.4, ,255.45, ,17.699999999999999,<0.04, ,1.13,17.699999999999999,1.130000000000000,34.930000000000000,34.929000000000002, ,3.450000000000000,2300.5, , , 
566,2013,1021,IA34D44, , ,14/01/2013 00:00:00,1239,January,OSS,CE13001,52.999699999999997,-15.520000000000000,0.000000000000000,1898.000000000000000, , , , ,2159.6, ,256.44, ,17.100000000000001,<0.04, ,1.16,17.100000000000001,1.160000000000000,34.923000000000002,34.920999999999999, ,3.700000000000000,2299.3, , , 
567,2013,1021,IA34D44, , ,14/01/2013 00:00:00,1239,January,OSS,CE13001,52.999699999999997,-15.520000000000000,0.000000000000000,1647.000000000000000, , , , , , ,258.05, ,17.500000000000000,<0.04, ,1.1,17.500000000000000,1.100000000000000,34.914999999999999,34.915999999999997, ,3.910000000000000, , , , 
568,2013,1021,IA34D44, , ,14/01/2013 00:00:00,1239,January,OSS,CE13001,52.999699999999997,-15.520000000000000,0.000000000000000,1317.000000000000000, , , , ,2168.7, ,238.98, ,17.600000000000001,<0.04, ,1.16,17.600000000000001,1.160000000000000,35.015999999999998,35.015999999999998, ,4.910000000000000,2304.3, , , 
569,2013,1021,IA34D44, , ,14/01/2013 00:00:00,1239,January,OSS,CE13001,52.999699999999997,-15.520000000000000,0.000000000000000,1048.000000000000000, , , , ,2182.7, ,204.6, ,18.100000000000001,<0.04, ,1.19,18.100000000000001,1.190000000000000,35.238999999999997,35.250999999999998, ,6.950000000000000,2322.9, , , 
570,2013,1021,IA34D44, , ,14/01/2013 00:00:00,1239,January,OSS,CE13001,52.999699999999997,-15.520000000000000,0.000000000000000,819.000000000000000, , , , ,2188.9, ,182.5, ,17.500000000000000,<0.04, ,1.11,17.500000000000000,1.110000000000000,35.460999999999999,35.462000000000003, ,9.199999999999999,2338, , , 
571,2013,1021,IA34D44, , ,14/01/2013 00:00:00,1239,January,OSS,CE13001,52.999699999999997,-15.520000000000000,0.000000000000000,578.000000000000000, , , , ,2168.9, ,199.55, ,15.699999999999999,<0.04, ,0.94,15.699999999999999,0.940000000000000,35.457999999999998,35.447000000000003, ,10.199999999999999,2329.1, , , 
572,2013,1021,IA34D44, , ,14/01/2013 00:00:00,1239,January,OSS,CE13001,52.999699999999997,-15.520000000000000,0.000000000000000,399.000000000000000, , , , ,2151.3, ,226.75, ,11.600000000000000,<0.04, ,0.68,11.600000000000000,0.680000000000000,35.515000000000001,35.518000000000001, ,11.100000000000000,2330.5, , , 
573,2013,1021,IA34D44, , ,14/01/2013 00:00:00,1239,January,OSS,CE13001,52.999699999999997,-15.520000000000000,0.000000000000000,247.000000000000000, , , , ,2153.2, ,222.3, ,12.000000000000000,<0.04, ,0.71,12.000000000000000,0.710000000000000,35.515999999999998,35.518000000000001, ,11.300000000000001,2330, , , 
574,2013,1021,IA34D44, , ,14/01/2013 00:00:00,1239,January,OSS,CE13001,52.999699999999997,-15.520000000000000,0.000000000000000,4.720000000000000, , , , ,2135.1, ,248.17, ,9.010000000000000,0.05, ,0.56,9.010000000000000,0.560000000000000,35.387999999999998,35.383000000000003, ,11.000000000000000,2325.7, , , 
575,2013,1020,IA35D49, , ,14/01/2013 00:00:00,917,January,OSS,CE13001,52.999499999999998,-15.239500000000000,0.000000000000000,2295.000000000000000, , , , , , ,251.51, ,17.800000000000001,<0.04, ,1.16,17.800000000000001,1.160000000000000,34.927999999999997,34.929000000000002, ,3.150000000000000, , , , 
576,2013,1020,IA35D49, , ,14/01/2013 00:00:00,917,January,OSS,CE13001,52.999499999999998,-15.239500000000000,0.000000000000000,2001.000000000000000, , , , , , ,255.09, ,17.300000000000001,<0.04, ,1.13,17.300000000000001,1.130000000000000,34.921999999999997,34.923000000000002, ,3.350000000000000, , , , 
577,2013,1020,IA35D49, , ,14/01/2013 00:00:00,917,January,OSS,CE13001,52.999499999999998,-15.239500000000000,0.000000000000000,1790.000000000000000, , , , , , ,254.57, ,16.300000000000001,<0.04, ,1.12,16.300000000000001,1.120000000000000,34.933999999999997,34.930999999999997, ,3.760000000000000, , , , 
578,2013,1020,IA35D49, , ,14/01/2013 00:00:00,917,January,OSS,CE13001,52.999499999999998,-15.239500000000000,0.000000000000000,1499.000000000000000, , , , , , ,247.46, ,17.600000000000001,<0.04, ,1.09,17.600000000000001,1.090000000000000,34.973999999999997,34.972000000000001, ,4.370000000000000, , , , 
579,2013,1020,IA35D49, , ,14/01/2013 00:00:00,917,January,OSS,CE13001,52.999499999999998,-15.239500000000000,0.000000000000000,999.000000000000000, , , , , , ,200.58, ,18.899999999999999,<0.04, ,1.16,18.899999999999999,1.160000000000000,35.195999999999998,35.195000000000000, ,7.090000000000000, , , , 
580,2013,1020,IA35D49, , ,14/01/2013 00:00:00,917,January,OSS,CE13001,52.999499999999998,-15.239500000000000,0.000000000000000,777.000000000000000, , , , , , ,185.2, ,18.500000000000000,<0.04, ,1.15,18.500000000000000,1.150000000000000,35.305000000000000,35.307000000000002, ,8.830000000000000, , , , 
581,2013,1020,IA35D49, , ,14/01/2013 00:00:00,917,January,OSS,CE13001,52.999499999999998,-15.239500000000000,0.000000000000000,499.000000000000000, , , , , , ,222.36, ,12.500000000000000,<0.04, ,0.75,12.500000000000000,0.750000000000000,35.497999999999998,35.500000000000000, ,10.800000000000001, , , , 
582,2013,1020,IA35D49, , ,14/01/2013 00:00:00,917,January,OSS,CE13001,52.999499999999998,-15.239500000000000,0.000000000000000,236.000000000000000, , , , , , ,242.47, ,9.170000000000000,<0.04, ,0.58,9.170000000000000,0.580000000000000,35.454999999999998,35.457999999999998, ,11.100000000000000, , , , 
583,2013,1020,IA35D49, , ,14/01/2013 00:00:00,917,January,OSS,CE13001,52.999499999999998,-15.239500000000000,0.000000000000000,6.050000000000000, , , , , , ,247.39, ,9.539999999999999,0.05, ,0.57,9.539999999999999,0.570000000000000,35.366999999999997,35.369000000000000, ,11.000000000000000, , , , 
584,2013,1019,IA35D49, , ,14/01/2013 00:00:00,641,January,OSS,CE13001,52.999000000000002,-15.079499999999999,0.000000000000000,1981.000000000000000, , , , ,2166.7, ,254.12, ,18.500000000000000,nd(<0.01), ,1.12,18.500000000000000,1.120000000000000,34.939999999999998,34.926000000000002, ,3.260000000000000,2306.7, , , 
585,2013,1019,IA35D49, , ,14/01/2013 00:00:00,641,January,OSS,CE13001,52.999000000000002,-15.079499999999999,0.000000000000000,1698.000000000000000, , , , ,2162, ,255.23, ,18.600000000000001,<0.04, ,1.13,18.600000000000001,1.130000000000000,34.930000000000000,34.927000000000000, ,3.700000000000000,2305.1, , , 
586,2013,1019,IA35D49, , ,14/01/2013 00:00:00,641,January,OSS,CE13001,52.999000000000002,-15.079499999999999,0.000000000000000,1399.000000000000000, , , , ,2170.4, ,245.73, ,18.100000000000001,<0.04, ,1.1,18.100000000000001,1.100000000000000,34.978999999999999,34.975000000000001, ,4.480000000000000,2309.9, , , 
587,2013,1019,IA35D49, , ,14/01/2013 00:00:00,641,January,OSS,CE13001,52.999000000000002,-15.079499999999999,0.000000000000000,1102.000000000000000, , , , ,2173.9, ,210.77, ,19.199999999999999,<0.04, ,1.17,19.199999999999999,1.170000000000000,35.173000000000002,35.158000000000001, ,6.480000000000000,2324.5, , , 
588,2013,1019,IA35D49, , ,14/01/2013 00:00:00,641,January,OSS,CE13001,52.999000000000002,-15.079499999999999,0.000000000000000,898.000000000000000, , , , ,2181.7, ,190.2, ,19.199999999999999,<0.04, ,1.14,19.199999999999999,1.140000000000000,35.335999999999999,35.323000000000000, ,8.170000000000000,2329.8, , , 
589,2013,1019,IA35D49, , ,14/01/2013 00:00:00,641,January,OSS,CE13001,52.999000000000002,-15.079499999999999,0.000000000000000,500.000000000000000, , , , ,2149.7, ,220.39, ,13.300000000000001,<0.04, ,0.74,13.300000000000001,0.740000000000000,35.496000000000002,35.475000000000001, ,10.600000000000000,2336.6, , , 
590,2013,1019,IA35D49, , ,14/01/2013 00:00:00,641,January,OSS,CE13001,52.999000000000002,-15.079499999999999,0.000000000000000,248.000000000000000, , , , ,2132.8, ,243.45, ,9.840000000000000,<0.04, ,0.57,9.840000000000000,0.570000000000000,0.000000000000000,35.451000000000001, ,11.000000000000000,2336.5, , , 
591,2013,1019,IA35D49, , ,14/01/2013 00:00:00,641,January,OSS,CE13001,52.999000000000002,-15.079499999999999,0.000000000000000,5.560000000000000, , , , ,2129.1, ,251.63, ,9.779999999999999,0.04, ,0.54,9.779999999999999,0.540000000000000,35.390000000000001,35.384999999999998, ,10.900000000000000,2332.1, , , 
592,2013,1018,IA34D51, , ,14/01/2013 00:00:00,433,January,OSS,CE13001,52.999200000000002,-14.989000000000001,0.000000000000000,1470.000000000000000, , , , ,2171.1, ,249.45, ,18.699999999999999,<0.04, ,1.14,18.699999999999999,1.140000000000000,34.966000000000001,34.957999999999998, ,4.260000000000000, , , , 
593,2013,1018,IA34D51, , ,14/01/2013 00:00:00,433,January,OSS,CE13001,52.999200000000002,-14.989000000000001,0.000000000000000,1218.000000000000000, , , , ,2180.9, ,231.17, ,18.300000000000001,<0.04, ,1.18,18.300000000000001,1.180000000000000,35.055999999999997,35.048999999999999, ,5.270000000000000, , , , 
594,2013,1018,IA34D51, , ,14/01/2013 00:00:00,433,January,OSS,CE13001,52.999200000000002,-14.989000000000001,0.000000000000000,995.000000000000000, , , , ,2190, ,193.93, ,18.300000000000001,<0.04, ,1.12,18.300000000000001,1.120000000000000,35.354999999999997,35.348999999999997, ,7.790000000000000,2334.4, , , 
595,2013,1018,IA34D51, , ,14/01/2013 00:00:00,433,January,OSS,CE13001,52.999200000000002,-14.989000000000001,0.000000000000000,740.000000000000000, , , , ,2177.8, ,185.27, ,17.800000000000001,<0.04, ,1.12,17.800000000000001,1.120000000000000,35.401000000000003,35.398000000000003, ,9.420000000000000, , , , 
596,2013,1018,IA34D51, , ,14/01/2013 00:00:00,433,January,OSS,CE13001,52.999200000000002,-14.989000000000001,0.000000000000000,523.000000000000000, , , , ,2158.4, ,217.78, ,13.800000000000001,<0.04, ,0.78,13.800000000000001,0.780000000000000,35.491999999999997,35.491999999999997, ,10.600000000000000, , , , 
597,2013,1018,IA34D51, , ,14/01/2013 00:00:00,433,January,OSS,CE13001,52.999200000000002,-14.989000000000001,0.000000000000000,213.000000000000000, , , , ,2134.1, ,242.26, ,9.789999999999999,<0.04, ,0.57,9.789999999999999,0.570000000000000,35.457999999999998,35.456000000000003, ,11.000000000000000, , , , 
598,2013,1018,IA34D51, , ,14/01/2013 00:00:00,433,January,OSS,CE13001,52.999200000000002,-14.989000000000001,0.000000000000000,4.730000000000000, , , , ,2127.6, ,268.25, ,8.760000000000000,<0.04, ,0.47,8.760000000000000,0.470000000000000,35.402000000000001,35.377000000000002, ,10.900000000000000,2329.5, , , 
599,2013,1017,IA34D51, , ,14/01/2013 00:00:00,227,January,OSS,CE13001,52.999200000000002,-14.909700000000001,0.000000000000000,999.000000000000000, , , , ,2188.1, ,198.25, ,17.500000000000000,<0.04, ,1.17,17.500000000000000,1.170000000000000,35.319000000000003,35.320999999999998, ,7.390000000000000,2317.9, , , 
600,2013,1017,IA34D51, , ,14/01/2013 00:00:00,227,January,OSS,CE13001,52.999200000000002,-14.909700000000001,0.000000000000000,862.000000000000000, , , , ,2186.5, ,186.15, ,17.600000000000001,<0.04, ,1.14,17.600000000000001,1.140000000000000,35.368000000000002,35.374000000000002, ,8.550000000000001,2321.7, , , 
601,2013,1017,IA34D51, , ,14/01/2013 00:00:00,227,January,OSS,CE13001,52.999200000000002,-14.909700000000001,0.000000000000000,718.000000000000000, , , , ,2180.3, ,185.53, ,17.800000000000001,<0.04, ,1.07,17.800000000000001,1.070000000000000,35.392000000000003,35.392000000000003, ,9.580000000000000,2318.9, , , 
602,2013,1017,IA34D51, , ,14/01/2013 00:00:00,227,January,OSS,CE13001,52.999200000000002,-14.909700000000001,0.000000000000000,649.000000000000000, , , , ,2170.8, ,198.18, ,15.699999999999999,<0.04, ,0.95,15.699999999999999,0.950000000000000,35.430000000000000,35.429000000000002, ,10.100000000000000,2328.1, , , 
603,2013,1017,IA34D51, , ,14/01/2013 00:00:00,227,January,OSS,CE13001,52.999200000000002,-14.909700000000001,0.000000000000000,417.000000000000000, , , , ,2153.5, ,225.72, ,0.000000000000000, , , ,0.000000000000000,0.000000000000000,35.509000000000000,35.508000000000003, ,11.000000000000000,2325.4, , , 
604,2013,1017,IA34D51, , ,14/01/2013 00:00:00,227,January,OSS,CE13001,52.999200000000002,-14.909700000000001,0.000000000000000,298.000000000000000, , , , ,2141.1, ,233.9, ,10.400000000000000,<0.04, ,0.65,10.400000000000000,0.650000000000000,35.494000000000000,35.500999999999998, ,11.100000000000000,2333.5, , , 
605,2013,1017,IA34D51, , ,14/01/2013 00:00:00,227,January,OSS,CE13001,52.999200000000002,-14.909700000000001,0.000000000000000,170.000000000000000, , , , ,2139.5, ,241.23, ,9.520000000000000,<0.04, ,0.58,9.520000000000000,0.580000000000000,35.454000000000001,35.451999999999998, ,11.100000000000000,2334, , , 
606,2013,1017,IA34D51, , ,14/01/2013 00:00:00,227,January,OSS,CE13001,52.999200000000002,-14.909700000000001,0.000000000000000,6.450000000000000, , , , ,2135.2, ,250.19, ,8.750000000000000,0.05, ,0.55,8.750000000000000,0.550000000000000,35.387000000000000,35.389000000000003, ,10.900000000000000,2314.3, , , 
607,2013,1016,IA34D51, , ,14/01/2013 00:00:00,44,January,OSS,CE13001,52.999000000000002,-14.817700000000000,0.000000000000000,742.000000000000000, , , , , , ,191.64, ,15.699999999999999,<0.04, ,0.99,15.699999999999999,0.990000000000000,35.476999999999997,35.479999999999997, ,10.000000000000000, , , , 
608,2013,1016,IA34D51, , ,14/01/2013 00:00:00,44,January,OSS,CE13001,52.999000000000002,-14.817700000000000,0.000000000000000,648.000000000000000, , , , ,2149.8, ,198.46, ,14.500000000000000,<0.04, ,0.92,14.500000000000000,0.920000000000000,35.488000000000000,35.488999999999997, ,10.300000000000001,2337.9, , , 
